case_id,offender_race,victim_race,sentence
1494,white,black,jail
1495,white,white,jail
1496,black,black,jail
1497,black,black,jail
1498,white,white,death
1499,white,white,jail
1500,white,white,jail
1501,white,white,jail
1502,black,black,jail
1503,black,black,jail
1504,black,black,jail
1505,black,black,jail
1506,black,black,jail
1507,white,white,jail
1508,black,black,jail
1509,white,white,jail
1510,black,black,jail
1511,black,black,jail
1512,white,white,jail
1513,black,black,jail
1514,white,white,jail
1515,black,black,jail
1516,black,black,jail
1517,black,black,jail
1518,white,white,jail
1519,black,black,jail
1520,white,white,jail
1521,white,white,jail
1522,black,black,jail
1523,black,black,jail
1524,white,white,jail
1525,white,white,jail
1526,black,black,jail
1527,black,white,jail
1528,white,white,jail
1529,black,black,jail
1530,black,black,jail
1531,white,white,jail
1532,black,black,jail
1533,black,black,jail
1534,black,black,jail
1535,black,white,jail
1536,white,white,jail
1537,black,black,jail
1538,black,black,jail
1539,black,black,jail
1540,black,black,jail
1541,white,white,jail
1542,black,black,jail
1543,black,black,jail
1544,black,black,jail
1545,black,black,jail
1546,black,black,jail
1547,white,white,jail
1548,black,black,jail
1549,white,white,jail
1550,black,black,jail
1551,white,white,jail
1552,black,black,jail
1553,white,white,jail
1554,white,white,jail
1555,white,white,jail
1556,white,white,jail
1557,black,black,jail
1558,white,white,jail
1559,white,white,jail
1560,black,black,jail
1561,black,black,jail
1562,black,black,jail
1563,white,white,jail
1564,black,black,jail
1565,black,black,jail
1566,black,black,jail
1567,black,black,jail
1568,white,white,jail
1569,white,white,jail
1570,black,black,jail
1571,black,black,jail
1572,white,white,jail
1573,black,black,death
1574,white,white,jail
1575,black,black,jail
1576,white,white,jail
1577,white,white,jail
1578,white,white,jail
1579,black,black,jail
1580,white,white,jail
1581,black,black,jail
1582,black,black,jail
1583,black,black,jail
1584,white,white,jail
1585,white,white,jail
1586,white,white,jail
1587,white,white,jail
1588,white,white,jail
1589,white,white,jail
1590,black,black,jail
1591,black,black,jail
1592,black,black,jail
1593,white,white,jail
1594,white,white,jail
1595,black,black,jail
1596,black,black,jail
1597,black,black,jail
1598,black,white,jail
1599,black,white,jail
1600,white,white,jail
1601,black,black,jail
1602,white,white,jail
1603,black,black,jail
1604,black,white,jail
1605,white,white,jail
1606,white,white,jail
1607,white,white,jail
1608,white,white,jail
1609,white,white,jail
1610,black,black,jail
1611,white,white,jail
1612,white,white,jail
1613,white,white,jail
1614,black,white,jail
1615,black,black,jail
1616,white,white,jail
1617,white,black,jail
1618,white,white,jail
1619,black,black,jail
1620,white,white,jail
1621,white,white,jail
1622,black,black,jail
1623,black,black,jail
1624,black,black,jail
1625,white,white,jail
1626,white,white,jail
1627,black,black,jail
1628,black,white,jail
1629,white,white,jail
1630,black,black,jail
1631,black,black,jail
1632,white,white,jail
1633,white,white,jail
1634,black,black,jail
1635,black,white,jail
1636,white,white,jail
1637,black,black,jail
1638,black,black,jail
1639,white,white,jail
1640,white,white,jail
1641,black,black,jail
1642,black,black,jail
1643,black,black,jail
1644,black,black,jail
1645,white,white,jail
1646,black,black,jail
1647,white,white,jail
1648,white,white,jail
1649,black,black,jail
1650,black,black,jail
1651,white,white,jail
1652,black,black,jail
1653,white,white,jail
1654,black,black,jail
1655,black,black,jail
1656,white,white,jail
1657,black,white,jail
1658,black,black,jail
1659,black,black,jail
1660,black,black,jail
1661,white,white,jail
1662,white,white,jail
1663,black,white,jail
1664,black,black,jail
1665,white,white,jail
1666,black,black,jail
1667,black,black,jail
1668,black,black,jail
1669,white,white,jail
1670,white,white,jail
1671,black,black,jail
1672,black,white,jail
1673,black,black,jail
1674,white,black,jail
1675,white,white,jail
1676,black,black,jail
1677,white,white,jail
1678,white,white,jail
1679,white,white,jail
1680,black,black,jail
1681,black,black,jail
1682,white,white,jail
1683,black,black,jail
1684,black,black,jail
1685,white,white,jail
1686,white,white,jail
1687,white,black,jail
1688,white,white,jail
1689,white,black,jail
1690,white,white,jail
1691,black,black,jail
1692,white,white,jail
1693,black,black,jail
1694,white,white,jail
1695,black,black,jail
1696,white,white,jail
1697,black,black,jail
1698,black,black,jail
1699,white,white,jail
1700,white,white,jail
1701,white,white,jail
1702,white,white,jail
1703,black,white,jail
1704,white,white,jail
1705,black,black,jail
1706,white,white,jail
1707,black,black,jail
1708,white,white,jail
1709,black,black,jail
1710,black,white,jail
1711,black,white,death
1712,black,white,jail
1713,white,white,jail
1714,black,black,jail
1715,white,white,jail
1716,black,black,jail
1717,white,white,jail
1718,white,white,jail
1719,black,black,jail
1720,white,white,jail
1721,white,white,jail
1722,black,black,jail
1723,white,white,jail
1724,white,white,jail
1725,white,white,jail
1726,white,white,jail
1727,white,white,jail
1728,white,white,jail
1729,white,white,jail
1730,white,white,jail
1731,black,white,jail
1732,white,white,jail
1733,white,white,jail
1734,white,white,jail
1735,black,black,jail
1736,white,white,jail
1737,white,white,jail
1738,black,black,jail
1739,white,white,jail
1740,black,black,jail
1741,black,black,jail
1742,black,black,jail
1743,black,black,jail
1744,white,white,jail
1745,white,white,jail
1746,black,black,jail
1747,black,black,jail
1748,black,black,jail
1749,black,black,jail
1750,white,white,jail
1751,white,white,jail
1752,white,white,jail
1753,black,black,jail
1754,black,black,jail
1755,white,white,jail
1756,black,black,jail
1757,white,white,jail
1758,white,white,jail
1759,white,white,jail
1760,white,white,jail
1761,white,white,jail
1762,black,black,jail
1763,black,black,jail
1764,black,black,jail
1765,white,white,jail
1766,black,black,jail
1767,black,black,jail
1768,white,white,jail
1769,white,white,jail
1770,black,white,jail
1771,white,white,jail
1772,black,black,jail
1773,black,white,jail
1774,black,black,jail
1775,black,black,jail
1776,white,black,jail
1777,black,black,jail
1778,white,white,jail
1779,white,white,jail
1780,white,white,jail
1781,black,black,jail
1782,white,white,jail
1783,black,black,jail
1784,white,white,jail
1785,black,black,jail
1786,white,white,jail
1787,white,white,jail
1788,black,black,jail
1789,black,black,jail
1790,black,black,jail
1791,black,black,jail
1792,black,black,jail
1793,black,black,jail
1794,white,white,jail
1795,black,black,jail
1796,black,white,jail
1797,white,white,jail
1798,black,black,jail
1799,white,white,jail
1800,black,black,jail
1801,black,black,jail
1802,white,white,jail
1803,white,white,jail
1804,black,black,jail
1805,white,black,jail
1806,white,white,jail
1807,white,white,jail
1808,black,black,jail
1809,white,white,jail
1810,white,black,jail
1811,white,white,death
1812,black,black,jail
1813,black,black,jail
1814,white,white,jail
1815,black,black,jail
1816,black,white,jail
1817,black,black,jail
1818,black,black,jail
1819,black,black,jail
1820,white,white,jail
1821,white,white,jail
1822,white,white,jail
1823,black,black,jail
1824,white,white,jail
1825,white,white,jail
1826,white,white,jail
1827,white,black,jail
1828,white,white,jail
1829,white,white,jail
1830,white,white,jail
1831,black,white,jail
1832,white,white,jail
1833,white,white,jail
1834,black,black,jail
1835,white,white,jail
1836,black,black,jail
1837,white,white,jail
1838,white,white,jail
1839,black,black,jail
1840,white,white,jail
1841,black,black,jail
1842,black,black,jail
1843,white,white,jail
1844,white,white,jail
1845,black,black,jail
1846,white,white,jail
1847,white,white,jail
1848,white,white,jail
1849,black,black,jail
1850,black,black,jail
1851,white,white,jail
1852,white,black,jail
1853,black,black,jail
1854,white,white,jail
1855,white,white,jail
1856,black,black,jail
1857,white,white,jail
1858,black,black,jail
1859,black,white,jail
1860,black,black,jail
1861,black,black,jail
1862,white,white,jail
1863,black,black,jail
1864,white,white,jail
1865,black,black,jail
1866,white,white,jail
1867,white,white,jail
1868,black,black,jail
1869,black,black,jail
1870,black,black,jail
1871,black,black,jail
1872,black,black,jail
1873,white,white,jail
1874,black,black,jail
1875,black,black,jail
1876,white,white,jail
1877,black,black,jail
1878,white,white,jail
1879,black,black,jail
1880,black,black,jail
1881,black,black,jail
1882,white,white,jail
1883,black,black,jail
1884,black,black,jail
1885,white,white,jail
1886,white,white,jail
1887,black,black,jail
1888,white,white,jail
1889,white,white,jail
1890,white,white,jail
1891,black,white,jail
1892,black,white,jail
1893,black,black,jail
1894,black,black,jail
1895,white,white,jail
1896,black,black,jail
1897,white,white,jail
1898,white,white,jail
1899,black,white,jail
1900,black,black,jail
1901,black,black,jail
1902,white,white,jail
1903,white,white,jail
1904,black,black,jail
1905,black,black,jail
1906,black,black,jail
1907,white,white,jail
1908,white,white,jail
1909,white,white,jail
1910,white,white,jail
1911,black,black,jail
1912,black,black,jail
1913,black,black,jail
1914,white,white,jail
1915,black,black,jail
1916,black,white,jail
1917,white,white,jail
1918,black,black,jail
1919,black,black,jail
1920,white,white,jail
1921,black,black,jail
1922,white,white,jail
1923,white,white,jail
1924,black,black,jail
1925,white,white,jail
1926,white,white,jail
1927,white,white,jail
1928,white,white,jail
1929,black,black,jail
1930,black,black,jail
1931,black,black,jail
1932,black,black,jail
1933,white,white,jail
1934,white,white,jail
1935,black,white,jail
1936,black,black,jail
1937,white,white,jail
1938,white,black,jail
1939,white,white,jail
1940,black,white,jail
1941,white,black,jail
1942,white,white,jail
1943,white,white,jail
1944,white,white,jail
1945,white,white,jail
1946,black,white,jail
1947,white,white,jail
1948,white,white,jail
1949,white,white,jail
1950,black,black,jail
1951,white,white,jail
1952,white,white,jail
1953,white,white,jail
1954,black,black,jail
1955,black,black,jail
1956,white,white,jail
1957,white,white,jail
1958,black,black,jail
1959,white,white,jail
1960,white,white,jail
1961,white,white,jail
1962,black,white,jail
1963,white,white,jail
1964,black,black,jail
1965,black,black,jail
1966,black,white,jail
1967,black,black,jail
1968,white,white,jail
1969,black,black,death
1970,black,white,jail
1971,black,white,jail
1972,white,white,jail
1973,white,white,jail
1974,black,white,jail
1975,white,white,jail
1976,black,black,jail
1977,white,white,jail
1978,black,black,jail
1979,white,white,jail
1980,black,black,jail
1981,white,white,jail
1982,black,black,jail
1983,white,white,jail
1984,white,white,jail
1985,black,black,jail
1986,white,white,jail
1987,white,white,jail
1988,white,white,jail
1989,white,white,jail
1990,black,white,jail
1991,black,black,jail
1992,white,white,jail
1993,white,white,jail
1994,white,white,jail
1995,white,white,jail
1996,white,white,jail
1997,black,black,death
1998,black,black,jail
1999,white,white,jail
2000,white,black,jail
2001,white,white,jail
2002,white,white,jail
2003,black,black,jail
2004,black,black,jail
2005,black,black,jail
2006,black,white,jail
2007,black,white,jail
2008,white,white,jail
2009,white,white,jail
2010,black,black,jail
2011,black,black,jail
2012,white,white,jail
2013,white,white,jail
2014,white,white,jail
2015,white,white,jail
2016,black,black,jail
2017,black,white,jail
2018,black,black,jail
2019,black,black,jail
2020,white,white,jail
2021,white,white,jail
2022,white,white,jail
2023,black,black,jail
2024,white,white,jail
2025,white,white,jail
2026,white,white,death
2027,white,white,jail
2028,white,white,jail
2029,white,white,jail
2030,white,white,jail
2031,black,black,jail
2032,black,black,jail
2033,white,white,jail
2034,white,white,jail
2035,black,black,jail
2036,black,white,jail
2037,white,white,jail
2038,black,black,jail
2039,white,white,jail
2040,black,black,jail
2041,black,black,jail
2042,black,black,jail
2043,white,white,jail
2044,white,white,jail
2045,white,white,jail
2046,white,white,jail
2047,black,black,jail
2048,black,black,jail
2049,black,black,jail
2050,black,black,jail
2051,white,white,jail
2052,white,white,jail
2053,black,black,jail
2054,white,white,jail
2055,white,white,jail
2056,white,white,death
2057,black,black,jail
2058,white,white,jail
2059,white,white,jail
2060,black,black,jail
2061,white,white,jail
2062,black,white,jail
2063,white,white,jail
2064,white,white,jail
2065,white,white,jail
2066,black,black,jail
2067,black,black,jail
2068,black,black,jail
2069,black,black,jail
2070,white,white,death
2071,white,white,jail
2072,black,black,jail
2073,black,white,jail
2074,white,white,jail
2075,black,black,jail
2076,black,black,jail
2077,black,black,jail
2078,black,black,jail
2079,black,black,jail
2080,black,black,jail
2081,white,white,jail
2082,white,white,jail
2083,white,white,jail
2084,black,black,jail
2085,black,black,jail
2086,white,white,jail
2087,black,black,jail
2088,black,black,jail
2089,white,white,death
2090,white,white,jail
2091,white,white,jail
2092,black,black,jail
2093,white,white,jail
2094,white,white,jail
2095,white,white,jail
2096,black,black,jail
2097,white,white,jail
2098,black,black,jail
2099,black,black,jail
2100,white,white,jail
2101,white,white,jail
2102,white,white,jail
2103,black,black,jail
2104,white,white,jail
2105,white,white,jail
2106,black,black,jail
2107,black,black,jail
2108,black,black,jail
2109,white,white,jail
2110,white,white,jail
2111,black,black,jail
2112,white,white,jail
2113,black,black,jail
2114,black,black,jail
2115,black,black,jail
2116,white,white,jail
2117,white,white,jail
2118,white,white,jail
2119,white,white,jail
2120,black,white,jail
2121,white,white,jail
2122,white,black,jail
2123,black,black,jail
2124,black,white,jail
2125,white,white,jail
2126,white,white,jail
2127,white,white,jail
2128,white,white,jail
2129,white,black,jail
2130,black,white,jail
2131,white,white,jail
2132,black,white,jail
2133,black,black,jail
2134,white,white,jail
2135,white,white,jail
2136,black,black,jail
2137,white,white,jail
2138,black,black,jail
2139,white,white,jail
2140,white,white,jail
2141,black,black,jail
2142,black,black,jail
2143,white,white,jail
2144,white,white,jail
2145,white,white,jail
2146,white,white,jail
2147,black,black,jail
2148,white,white,jail
2149,white,white,jail
2150,white,white,jail
2151,white,white,jail
2152,black,black,jail
2153,white,white,jail
2154,black,black,jail
2155,white,white,jail
2156,black,black,jail
2157,black,white,jail
2158,black,black,jail
2159,black,black,jail
2160,black,black,jail
2161,black,black,jail
2162,white,white,jail
2163,black,black,jail
2164,white,white,jail
2165,black,white,jail
2166,white,white,jail
2167,black,white,jail
2168,black,black,jail
2169,black,white,jail
2170,black,black,jail
2171,black,black,jail
2172,black,black,jail
2173,black,black,jail
2174,black,black,jail
2175,white,white,jail
2176,black,black,jail
2177,white,white,jail
2178,white,white,jail
2179,black,black,jail
2180,white,black,jail
2181,black,black,jail
2182,white,white,jail
2183,white,black,jail
2184,white,white,jail
2185,black,white,jail
2186,black,black,jail
2187,white,white,jail
2188,white,black,jail
2189,black,black,jail
2190,white,white,jail
2191,black,black,jail
2192,black,black,jail
2193,white,white,jail
2194,black,black,jail
2195,black,white,jail
2196,white,white,jail
2197,black,black,jail
2198,black,black,jail
2199,black,black,jail
2200,white,white,jail
2201,white,white,jail
2202,white,white,jail
2203,black,white,jail
2204,black,black,jail
2205,white,white,jail
2206,white,white,jail
2207,black,black,jail
2208,black,black,jail
2209,black,black,jail
2210,black,black,jail
2211,white,white,jail
2212,white,white,jail
2213,black,black,jail
2214,white,white,jail
2215,black,black,jail
2216,black,black,jail
2217,black,black,jail
2218,black,black,jail
2219,white,white,jail
2220,black,black,jail
2221,black,black,jail
2222,black,black,jail
2223,white,white,jail
2224,white,white,jail
2225,black,white,jail
2226,black,black,jail
2227,white,white,jail
2228,black,white,jail
2229,black,black,jail
2230,black,black,jail
2231,white,white,jail
2232,white,white,jail
2233,black,black,jail
2234,white,white,jail
2235,white,black,jail
2236,black,black,jail
2237,white,white,jail
2238,black,black,jail
2239,black,white,jail
2240,white,white,jail
2241,white,white,jail
2242,black,black,jail
2243,black,black,jail
2244,white,white,jail
2245,white,white,jail
2246,black,white,jail
2247,white,white,jail
2248,white,white,jail
2249,white,white,jail
2250,white,white,jail
2251,white,black,jail
2252,black,white,jail
2253,white,white,jail
2254,black,black,jail
2255,white,white,jail
2256,black,black,jail
2257,white,white,jail
2258,black,black,jail
2259,black,black,jail
2260,white,white,jail
2261,black,black,jail
2262,white,black,jail
2263,white,white,jail
2264,black,black,jail
2265,black,black,jail
2266,black,black,jail
2267,black,black,jail
2268,black,black,jail
2269,black,white,jail
2270,white,white,jail
2271,white,white,death
2272,white,white,jail
2273,black,black,jail
2274,black,black,jail
2275,black,black,jail
2276,black,black,jail
2277,white,white,jail
2278,white,white,jail
2279,white,black,jail
2280,white,white,jail
2281,black,black,jail
2282,black,black,jail
2283,black,black,jail
2284,white,white,jail
2285,white,white,jail
2286,black,black,jail
2287,black,black,jail
2288,black,white,jail
2289,black,black,jail
2290,white,white,jail
2291,black,black,jail
2292,black,black,jail
2293,black,black,jail
2294,black,black,jail
2295,black,black,jail
2296,white,white,jail
2297,white,white,jail
2298,black,black,jail
2299,black,black,jail
2300,black,black,jail
2301,white,white,jail
2302,black,black,jail
2303,white,white,jail
2304,black,black,jail
2305,black,black,jail
2306,black,black,jail
2307,white,white,jail
2308,black,black,jail
2309,black,black,jail
2310,black,black,jail
2311,white,white,jail
2312,white,white,jail
2313,black,black,jail
2314,black,black,jail
2315,white,white,jail
2316,black,white,jail
2317,black,black,jail
2318,white,white,jail
2319,white,white,jail
2320,white,white,jail
2321,black,black,jail
2322,black,black,jail
2323,black,black,jail
2324,white,white,jail
2325,white,white,jail
2326,white,white,jail
2327,white,white,jail
2328,black,black,jail
2329,white,white,jail
2330,white,white,jail
2331,black,black,jail
2332,black,black,jail
2333,white,white,jail
2334,white,white,jail
2335,black,black,jail
2336,black,white,jail
2337,black,black,jail
2338,black,black,jail
2339,black,black,jail
2340,white,white,jail
2341,black,black,jail
2342,white,white,jail
2343,white,white,jail
2344,black,black,jail
2345,black,black,jail
2346,white,white,jail
2347,white,white,jail
2348,white,white,jail
2349,black,black,jail
2350,black,black,jail
2351,black,black,jail
2352,black,black,jail
2353,black,black,jail
2354,white,white,jail
2355,white,white,jail
2356,white,white,jail
2357,black,black,jail
2358,white,white,jail
2359,white,white,jail
2360,white,white,jail
2361,white,white,jail
2362,white,white,jail
2363,black,black,jail
2364,white,white,jail
2365,white,white,jail
2366,white,white,jail
2367,white,white,jail
2368,black,black,jail
2369,black,white,jail
2370,white,white,jail
2371,black,black,jail
2372,black,black,jail
2373,black,black,jail
2374,white,white,jail
2375,white,white,jail
2376,black,white,jail
2377,black,black,jail
2378,white,black,jail
2379,black,black,jail
2380,black,black,jail
2381,black,black,jail
2382,black,white,jail
2383,white,white,jail
2384,white,white,jail
2385,black,black,jail
2386,white,white,jail
2387,white,white,jail
2388,black,black,jail
2389,black,black,jail
2390,black,black,jail
2391,white,white,jail
2392,black,black,jail
2393,black,black,jail
2394,white,black,jail
2395,white,white,jail
2396,black,black,jail
2397,white,white,jail
2398,white,white,jail
2399,white,white,jail
2400,white,white,jail
2401,black,black,jail
2402,black,black,jail
2403,black,black,jail
2404,black,black,jail
2405,black,black,jail
2406,black,black,jail
2407,white,white,jail
2408,black,black,jail
2409,white,white,jail
2410,black,black,jail
2411,white,white,jail
2412,white,white,jail
2413,black,black,jail
2414,black,black,jail
2415,black,black,jail
2416,black,black,jail
2417,white,white,jail
2418,white,white,jail
2419,white,white,jail
2420,black,black,jail
2421,white,white,jail
2422,white,white,jail
2423,black,black,jail
2424,white,white,jail
2425,black,black,jail
2426,black,black,jail
2427,white,white,jail
2428,black,white,jail
2429,white,white,jail
2430,black,black,jail
2431,black,white,jail
2432,black,black,jail
2433,white,white,jail
2434,white,white,jail
2435,black,white,jail
2436,white,white,jail
2437,black,black,jail
2438,white,black,jail
2439,white,white,jail
2440,white,white,jail
2441,black,black,jail
2442,black,black,jail
2443,black,black,jail
2444,black,black,jail
2445,black,black,jail
2446,white,white,jail
2447,black,white,jail
2448,white,white,jail
2449,white,white,jail
2450,black,black,jail
2451,white,white,jail
2452,white,white,jail
2453,black,black,jail
2454,white,white,jail
2455,white,white,jail
2456,white,white,jail
2457,black,black,jail
2458,black,black,jail
2459,black,black,jail
2460,black,black,jail
2461,white,white,jail
2462,white,black,jail
2463,black,black,jail
2464,black,black,jail
2465,black,black,jail
2466,black,black,jail
2467,white,white,jail
2468,white,white,jail
2469,black,black,jail
2470,black,black,jail
2471,black,black,jail
2472,black,black,jail
2473,black,black,jail
2474,white,white,jail
2475,black,white,jail
2476,black,black,jail
2477,black,black,jail
2478,black,black,jail
2479,black,black,jail
2480,black,black,jail
2481,white,white,jail
2482,black,black,jail
2483,white,white,jail
2484,white,white,jail
2485,white,white,jail
2486,black,black,jail
2487,white,white,jail
2488,white,white,jail
2489,black,black,jail
2490,black,black,jail
2491,black,black,jail
2492,white,white,jail
2493,black,white,jail
2494,black,black,jail
2495,white,white,jail
2496,white,white,jail
2497,white,white,jail
2498,white,white,jail
2499,white,white,jail
2500,white,white,jail
2501,black,white,jail
2502,black,white,jail
2503,white,white,jail
2504,white,white,jail
2505,black,black,jail
2506,white,white,jail
2507,white,white,jail
2508,black,white,jail
2509,white,white,jail
2510,black,black,jail
2511,black,white,jail
2512,black,black,jail
2513,black,black,jail
2514,white,white,jail
2515,black,black,jail
2516,black,black,jail
2517,black,black,jail
2518,black,black,jail
2519,black,black,jail
2520,white,white,jail
2521,black,black,jail
2522,white,white,jail
2523,white,white,jail
2524,black,black,jail
2525,black,black,jail
2526,black,white,jail
2527,white,white,jail
2528,black,black,jail
2529,white,white,jail
2530,black,white,jail
2531,black,black,jail
2532,black,black,jail
2533,black,black,jail
2534,white,white,jail
2535,black,black,jail
2536,white,white,jail
2537,black,black,jail
2538,white,white,jail
2539,black,white,jail
2540,white,white,jail
2541,black,black,jail
2542,black,black,jail
2543,white,white,jail
2544,white,white,jail
2545,white,white,death
2546,black,black,jail
2547,black,black,jail
2548,white,white,death
2549,black,black,jail
2550,black,black,jail
2551,black,black,jail
2552,white,white,jail
2553,white,white,death
2554,black,white,jail
2555,white,black,jail
2556,black,white,jail
2557,white,white,jail
2558,black,black,jail
2559,white,white,jail
2560,white,white,jail
2561,white,white,jail
2562,black,black,jail
2563,black,white,jail
2564,black,black,jail
2565,white,white,jail
2566,black,black,jail
2567,black,black,jail
2568,black,black,jail
2569,white,white,jail
2570,black,black,jail
2571,white,white,jail
2572,white,white,jail
2573,white,white,jail
2574,black,black,jail
2575,white,white,jail
2576,black,black,jail
2577,white,white,jail
2578,black,black,jail
2579,white,white,jail
2580,white,white,jail
2581,white,white,death
2582,white,white,jail
2583,white,white,jail
2584,black,black,jail
2585,black,black,jail
2586,black,black,jail
2587,black,black,jail
2588,black,white,jail
2589,white,white,jail
2590,black,black,jail
2591,black,black,jail
2592,black,black,jail
2593,black,white,jail
2594,white,white,jail
2595,white,white,jail
2596,white,white,jail
2597,white,white,jail
2598,black,black,jail
2599,black,black,jail
2600,white,white,jail
2601,black,black,jail
2602,white,white,jail
2603,white,white,jail
2604,black,white,jail
2605,white,white,jail
2606,black,black,jail
2607,black,black,jail
2608,black,black,jail
2609,black,white,jail
2610,black,black,jail
2611,black,black,jail
2612,black,white,jail
2613,white,white,jail
2614,white,white,jail
2615,black,black,jail
2616,white,white,jail
2617,black,white,jail
2618,white,white,jail
2619,black,black,jail
2620,black,black,jail
2621,black,black,jail
2622,black,black,jail
2623,white,white,jail
2624,white,white,jail
2625,white,white,death
2626,white,white,jail
2627,white,white,jail
2628,black,black,jail
2629,white,white,jail
2630,black,white,jail
2631,black,black,jail
2632,black,black,jail
2633,black,black,jail
2634,white,white,jail
2635,black,white,jail
2636,white,white,jail
2637,white,white,jail
2638,black,black,jail
2639,white,white,jail
2640,black,white,jail
2641,white,white,jail
2642,black,black,jail
2643,black,black,jail
2644,white,white,jail
2645,black,black,jail
2646,black,black,jail
2647,black,white,jail
2648,black,black,jail
2649,black,black,jail
2650,black,white,jail
2651,black,white,jail
2652,black,black,jail
2653,white,white,jail
2654,black,black,jail
2655,black,black,jail
2656,white,white,jail
2657,white,white,jail
2658,black,black,jail
2659,white,white,jail
2660,black,black,jail
2661,white,white,jail
2662,white,white,jail
2663,black,black,jail
2664,black,black,jail
2665,black,black,jail
2666,black,black,jail
2667,white,white,jail
2668,black,black,jail
2669,black,black,jail
2670,white,white,jail
2671,white,white,jail
2672,black,black,jail
2673,white,white,jail
2674,black,black,jail
2675,black,black,jail
2676,white,white,jail
2677,white,white,jail
2678,white,white,jail
2679,black,black,jail
2680,black,black,jail
2681,white,white,jail
2682,white,white,jail
2683,white,white,jail
2684,black,black,jail
2685,white,white,jail
2686,black,black,jail
2687,white,white,jail
2688,black,black,jail
2689,black,black,jail
2690,white,white,jail
2691,white,white,jail
2692,white,white,jail
2693,black,black,jail
2694,black,black,jail
2695,black,black,jail
2696,white,white,jail
2697,white,white,jail
2698,black,black,jail
2699,white,white,jail
2700,white,white,jail
2701,white,white,jail
2702,white,white,jail
2703,black,white,jail
2704,white,white,jail
2705,black,black,jail
2706,white,white,jail
2707,black,black,jail
2708,white,white,jail
2709,black,black,jail
2710,white,white,jail
2711,black,black,jail
2712,white,white,jail
2713,white,white,jail
2714,black,black,jail
2715,white,white,jail
2716,black,white,jail
2717,white,white,jail
2718,white,white,jail
2719,white,white,jail
2720,black,black,jail
2721,black,black,jail
2722,black,black,jail
2723,white,white,jail
2724,black,white,jail
2725,white,white,jail
2726,white,white,jail
2727,black,black,jail
2728,black,black,jail
2729,black,black,jail
2730,white,white,jail
2731,white,white,jail
2732,white,white,jail
2733,white,white,jail
2734,black,black,jail
2735,black,white,jail
2736,black,black,jail
2737,black,black,jail
2738,white,white,jail
2739,black,black,jail
2740,black,black,jail
2741,black,black,jail
2742,white,white,jail
2743,black,black,jail
2744,white,white,jail
2745,black,black,jail
2746,black,black,jail
2747,white,white,jail
2748,white,white,jail
2749,black,black,jail
2750,black,black,jail
2751,white,white,jail
2752,black,black,jail
2753,white,white,jail
2754,white,white,death
2755,black,white,jail
2756,white,white,jail
2757,white,white,jail
2758,black,black,jail
2759,white,white,jail
2760,white,white,jail
2761,black,black,jail
2762,black,black,jail
2763,black,black,jail
2764,white,white,jail
2765,black,black,jail
2766,white,white,jail
2767,white,white,jail
2768,black,black,jail
2769,black,white,jail
2770,black,black,jail
2771,white,white,jail
2772,white,white,jail
2773,black,black,jail
2774,white,white,jail
2775,black,black,jail
2776,black,white,jail
2777,black,black,jail
2778,white,white,jail
2779,white,white,jail
2780,white,white,jail
2781,black,black,jail
2782,white,white,jail
2783,black,black,jail
2784,black,black,jail
2785,black,black,jail
2786,white,white,jail
2787,white,white,jail
2788,white,white,jail
2789,white,white,jail
2790,white,white,jail
2791,white,white,jail
2792,black,white,jail
2793,white,white,jail
2794,black,black,jail
2795,black,black,jail
2796,black,black,jail
2797,white,white,jail
2798,black,black,jail
2799,black,black,jail
2800,black,black,jail
2801,white,white,jail
2802,white,white,jail
2803,black,black,jail
2804,black,white,jail
2805,white,white,jail
2806,white,white,jail
2807,black,black,jail
2808,black,black,jail
2809,white,white,jail
2810,white,white,jail
2811,white,white,jail
2812,white,white,jail
2813,white,white,jail
2814,white,white,jail
2815,black,black,jail
2816,white,white,jail
2817,white,white,jail
2818,white,white,jail
2819,white,white,jail
2820,black,black,jail
2821,black,black,jail
2822,black,black,jail
2823,white,white,jail
2824,white,white,jail
2825,white,white,jail
2826,black,black,jail
2827,black,black,jail
2828,white,white,jail
2829,white,white,jail
2830,white,white,jail
2831,white,white,jail
2832,black,black,jail
2833,black,black,jail
2834,black,white,death
2835,black,black,jail
2836,black,black,jail
2837,white,white,jail
2838,white,white,death
2839,black,black,jail
2840,white,white,jail
2841,black,black,jail
2842,white,white,jail
2843,white,white,death
2844,black,white,jail
2845,white,white,jail
2846,black,black,jail
2847,black,black,jail
2848,white,white,jail
2849,black,black,jail
2850,white,white,jail
2851,black,black,jail
2852,white,white,jail
2853,white,white,jail
2854,white,white,jail
2855,black,black,jail
2856,white,white,jail
2857,white,white,jail
2858,black,black,jail
2859,black,black,jail
2860,black,black,jail
2861,black,black,jail
2862,white,white,jail
2863,black,black,jail
2864,white,black,jail
2865,black,black,jail
2866,black,black,jail
2867,black,white,jail
2868,white,white,jail
2869,white,white,jail
2870,white,white,jail
2871,black,black,jail
2872,black,black,jail
2873,white,white,jail
2874,white,white,jail
2875,black,white,jail
2876,white,white,jail
2877,white,black,jail
2878,white,white,jail
2879,black,black,jail
2880,white,white,jail
2881,black,black,jail
2882,black,white,jail
2883,black,black,jail
2884,black,black,jail
2885,black,black,jail
2886,black,black,jail
2887,black,black,jail
2888,white,white,jail
2889,black,white,jail
2890,black,black,jail
2891,white,white,jail
2892,black,black,jail
2893,black,black,jail
