respondent_id,approve_president
1861,Approve
1117,Disapprove
2161,Disapprove
1441,Approve
1485,Approve
2038,Approve
2912,Disapprove
469,Approve
3227,Disapprove
3132,Disapprove
3744,Disapprove
2253,Disapprove
1389,Approve
1236,Disapprove
3301,Approve
3981,Approve
568,Disapprove
1947,Disapprove
3121,Approve
2607,Disapprove
2275,Approve
2729,Disapprove
338,Disapprove
1989,Approve
1639,Disapprove
3733,Disapprove
3937,Approve
3096,Disapprove
3128,Disapprove
1018,Disapprove
2326,Approve
2992,Disapprove
3854,Disapprove
2247,Disapprove
504,Disapprove
155,Disapprove
1263,Disapprove
1276,Approve
1528,Disapprove
864,Disapprove
3370,Approve
3072,Approve
2648,Disapprove
3869,Disapprove
774,Disapprove
3149,Disapprove
2609,Disapprove
4058,Disapprove
1519,Disapprove
3656,Disapprove
4093,Disapprove
1119,Disapprove
1822,Disapprove
2517,Approve
3760,Disapprove
3218,Disapprove
845,Disapprove
1205,Disapprove
1243,Approve
2176,Disapprove
2372,Disapprove
616,Disapprove
3558,Disapprove
3112,Approve
692,Approve
550,Approve
3233,Disapprove
1640,Approve
3141,Disapprove
1778,Approve
1732,Approve
2726,Approve
2789,Approve
422,Disapprove
714,Disapprove
3940,Disapprove
2619,Disapprove
1559,Approve
949,Approve
3834,Disapprove
1288,Disapprove
1691,NA
1228,Disapprove
1683,Approve
2392,Approve
1774,Disapprove
4049,Approve
1202,Approve
1577,Disapprove
753,Approve
1242,Disapprove
3813,Disapprove
3060,Approve
1333,Disapprove
4007,Disapprove
3079,Disapprove
584,Disapprove
1379,Disapprove
3941,Disapprove
4020,Disapprove
3051,Approve
1416,Approve
3602,Disapprove
1411,Approve
1744,Approve
1992,Disapprove
3652,Approve
464,Approve
3360,Disapprove
326,Disapprove
3451,Approve
2477,Disapprove
23,Disapprove
1355,Disapprove
1486,Disapprove
3943,Disapprove
2274,Disapprove
2589,Approve
2943,Approve
1958,Disapprove
379,Approve
440,Approve
2365,Disapprove
2778,Disapprove
3173,Disapprove
2592,Approve
632,Approve
1608,Approve
547,Disapprove
953,Approve
3690,Disapprove
3710,Approve
3312,Disapprove
2369,Disapprove
1563,Disapprove
3435,Disapprove
1700,Disapprove
994,Approve
2297,Disapprove
2484,Approve
3655,Approve
2475,Disapprove
694,Disapprove
656,Disapprove
3735,Disapprove
2067,Disapprove
397,Disapprove
581,Approve
2403,Disapprove
2511,Approve
3339,Approve
495,Disapprove
2684,Disapprove
29,Approve
1230,Disapprove
3290,Disapprove
90,Disapprove
1809,Approve
629,Disapprove
247,Disapprove
1891,Approve
1012,Disapprove
3306,Disapprove
3487,Disapprove
2243,Approve
572,Approve
2313,Disapprove
673,Disapprove
3311,Disapprove
1321,Approve
1945,Approve
3730,Approve
2608,Disapprove
106,Disapprove
3152,Approve
2678,Disapprove
3183,Approve
3230,Disapprove
772,Disapprove
545,Disapprove
500,Approve
2399,Approve
3553,Disapprove
2504,Disapprove
2457,Disapprove
2379,Disapprove
2264,NA
2439,Disapprove
1393,Approve
2469,Disapprove
2793,Approve
1052,Approve
2214,Disapprove
2686,Approve
3574,Approve
2460,Approve
3844,Approve
745,Approve
585,Approve
1131,Approve
3032,Disapprove
50,Disapprove
3912,Approve
2191,Disapprove
2049,Approve
1571,Approve
3666,Disapprove
2053,Approve
3430,Disapprove
223,Disapprove
2245,Approve
3109,Approve
246,Approve
1703,Disapprove
2284,Approve
2486,Disapprove
2630,Disapprove
2850,Disapprove
4044,Disapprove
4139,Disapprove
1210,Approve
2987,Disapprove
3523,Disapprove
4148,Disapprove
1580,Approve
2226,Approve
4072,Approve
4151,Approve
1800,Disapprove
2716,Disapprove
3829,Approve
2836,Disapprove
2002,Approve
790,Approve
3624,Approve
2851,Disapprove
1136,Disapprove
4062,Approve
1536,Approve
1028,Disapprove
311,Disapprove
1128,Disapprove
1540,Approve
4077,Disapprove
3900,Disapprove
1599,Disapprove
386,Approve
3732,Approve
2139,Approve
121,Disapprove
1349,Disapprove
3023,Disapprove
638,Approve
4019,Disapprove
3669,Disapprove
3521,Disapprove
3927,Disapprove
171,Approve
1334,Disapprove
2766,Disapprove
859,Disapprove
310,Disapprove
3975,Disapprove
2014,Approve
4152,Approve
647,Approve
2606,Disapprove
3547,Approve
2095,Approve
3143,Disapprove
1361,Disapprove
2085,Disapprove
1856,Approve
87,Approve
37,Disapprove
2521,Disapprove
1548,Disapprove
1383,Approve
3700,Disapprove
3865,Disapprove
3693,Approve
1572,Disapprove
22,Approve
892,Disapprove
1530,Approve
3003,Approve
1233,Approve
3025,Disapprove
4047,Approve
3193,Disapprove
62,Disapprove
1850,Approve
2217,Disapprove
1892,Disapprove
684,Approve
2390,Approve
3782,Disapprove
3391,Approve
3137,Approve
577,Disapprove
2506,Approve
1320,Approve
1696,Disapprove
4127,Disapprove
1670,Disapprove
1657,Approve
3866,Disapprove
3959,Disapprove
1518,Approve
3877,Disapprove
1517,Disapprove
2595,Disapprove
896,Disapprove
2837,Approve
1156,Approve
3281,Approve
4150,Approve
2051,Approve
1011,Disapprove
630,Approve
1761,Approve
41,Disapprove
3913,Approve
2364,Approve
3811,Approve
2448,Approve
668,Disapprove
3872,Approve
2815,Disapprove
2993,Disapprove
2643,Approve
2774,Disapprove
3568,Disapprove
586,Disapprove
2453,Disapprove
410,Disapprove
1402,Disapprove
3166,NA
1771,Disapprove
990,Approve
2248,Disapprove
3511,Approve
1792,Approve
1954,Disapprove
2344,Disapprove
3327,Approve
3919,Approve
1395,Approve
4009,Disapprove
4129,Disapprove
2882,Disapprove
2200,Disapprove
4021,Disapprove
1375,Approve
2003,Disapprove
2149,Approve
2921,Disapprove
1,Disapprove
2547,Approve
1367,Disapprove
3704,Disapprove
1755,Disapprove
931,Disapprove
3544,Disapprove
45,Disapprove
2707,Approve
1183,Disapprove
3345,Disapprove
3898,Approve
2588,Approve
3260,Disapprove
683,Approve
1712,Disapprove
758,Approve
238,Disapprove
3931,Disapprove
363,Disapprove
801,Approve
1880,Disapprove
3881,Disapprove
2596,Approve
2183,Approve
3849,Disapprove
764,Approve
1976,Approve
300,Disapprove
2114,Disapprove
356,Disapprove
2760,Disapprove
3823,Approve
1047,Approve
4128,Approve
436,Disapprove
2129,Approve
2290,Disapprove
198,Disapprove
3789,Approve
955,Disapprove
479,Approve
4086,Approve
2491,Disapprove
1124,Disapprove
2773,Disapprove
3618,Approve
1988,Approve
2397,Approve
860,Disapprove
159,Approve
318,Disapprove
548,Approve
233,Approve
1799,Disapprove
2916,Disapprove
1749,Approve
1197,Disapprove
4016,Approve
1975,Disapprove
2320,Disapprove
1630,Disapprove
1070,Approve
1710,Approve
628,Disapprove
1390,Disapprove
396,Disapprove
17,Approve
437,Approve
132,Disapprove
3907,Disapprove
2061,Disapprove
571,Approve
917,Disapprove
266,Disapprove
168,Disapprove
3398,Disapprove
2190,Disapprove
935,Approve
1707,Disapprove
3617,Disapprove
3058,Disapprove
4040,Approve
3925,Approve
987,Disapprove
2724,Disapprove
3377,Disapprove
3914,Disapprove
722,Disapprove
1985,Approve
136,Approve
3131,NA
2591,Disapprove
3248,Disapprove
1614,Disapprove
442,Disapprove
732,Disapprove
38,Approve
3896,Disapprove
3145,Disapprove
2040,Approve
1245,Approve
923,Disapprove
2901,Approve
1231,Approve
2107,Approve
1225,Disapprove
245,Approve
1748,Approve
2391,Disapprove
1578,Approve
2919,Disapprove
4101,Disapprove
3820,Approve
1515,Disapprove
3237,Disapprove
288,Disapprove
2004,Approve
919,Disapprove
3395,Disapprove
736,Disapprove
3371,Disapprove
718,Disapprove
26,Approve
3170,Disapprove
3022,Approve
659,Approve
1704,Disapprove
1173,Approve
2488,Approve
840,Disapprove
3368,Disapprove
3148,Disapprove
187,Approve
2848,Disapprove
578,Disapprove
3705,Approve
2677,Disapprove
554,Disapprove
3288,Disapprove
1310,Disapprove
3509,Disapprove
2989,Disapprove
1775,Approve
2385,Disapprove
2179,Approve
2218,Disapprove
974,Approve
2084,Disapprove
2626,Approve
3840,Approve
1865,Disapprove
3939,Disapprove
3749,Disapprove
2806,Approve
2578,Disapprove
3658,Approve
4114,Approve
3980,Disapprove
1931,Disapprove
414,Disapprove
49,Approve
93,Disapprove
543,Disapprove
1362,Approve
3383,Disapprove
1274,Disapprove
1906,Approve
2239,Approve
2502,Approve
2068,Disapprove
925,Disapprove
3234,Disapprove
3644,Approve
4068,Approve
3785,Disapprove
372,Approve
3030,Disapprove
846,Disapprove
3196,Disapprove
4028,Approve
2015,Disapprove
3059,Disapprove
210,Disapprove
540,Disapprove
2816,Disapprove
1418,Disapprove
107,Approve
954,Approve
943,Disapprove
2977,Disapprove
2796,Disapprove
1685,Disapprove
4063,Approve
1449,Disapprove
3660,Approve
3986,Approve
191,Disapprove
1110,Disapprove
1979,Disapprove
856,Disapprove
3224,Disapprove
3646,Disapprove
1840,Approve
3328,Disapprove
1830,Disapprove
2702,Disapprove
1398,Disapprove
4105,Disapprove
1062,Disapprove
2709,Approve
3421,Approve
425,Approve
2371,Disapprove
2771,Approve
4066,Disapprove
1836,Disapprove
3365,Disapprove
319,Approve
2978,Approve
1779,Disapprove
1044,Approve
4011,Disapprove
922,Approve
1871,Approve
1692,Disapprove
3272,Approve
1544,Approve
3966,Approve
2719,Disapprove
3657,Disapprove
2162,Disapprove
3734,Disapprove
2624,Approve
476,Disapprove
3525,Disapprove
3133,Approve
3280,Approve
164,Approve
2421,Approve
3761,Disapprove
3845,Disapprove
2294,Disapprove
2922,Disapprove
830,Disapprove
1214,Disapprove
1804,Disapprove
2171,Approve
2304,Disapprove
2599,Disapprove
901,Disapprove
2307,Disapprove
678,Approve
1331,Disapprove
2136,Disapprove
874,Disapprove
3261,Disapprove
3581,Disapprove
3206,Disapprove
3935,Approve
981,Disapprove
909,Disapprove
2187,Disapprove
1982,Approve
1152,Disapprove
292,Disapprove
1495,Disapprove
1422,Approve
2552,Disapprove
2499,Disapprove
3659,Disapprove
1987,Approve
1561,Approve
2327,Approve
3086,Approve
566,Disapprove
2037,Disapprove
3050,Disapprove
1212,Disapprove
2883,Disapprove
2238,Disapprove
3425,Disapprove
1845,Approve
2988,Disapprove
2953,Disapprove
3592,Disapprove
