respondent_id,approve_president
208,Disapprove
298,Approve
2692,Approve
2283,Disapprove
1465,Disapprove
2569,Disapprove
3127,Approve
2814,Disapprove
533,Disapprove
2231,Disapprove
1950,Disapprove
2219,Disapprove
3268,Disapprove
2,Disapprove
913,Approve
3963,Disapprove
2005,Disapprove
893,Approve
2710,Disapprove
3213,Disapprove
2939,Disapprove
451,Disapprove
1926,Disapprove
2329,Approve
1340,Disapprove
2605,Disapprove
3389,Approve
2860,Disapprove
275,Approve
660,Disapprove
2069,Disapprove
4099,Disapprove
342,Disapprove
3123,Approve
2950,Disapprove
1191,Approve
1858,Approve
2263,Disapprove
214,Disapprove
134,Approve
1795,Approve
899,Disapprove
1499,Disapprove
3637,Disapprove
2449,Disapprove
2706,Disapprove
3484,Approve
3651,Approve
3804,Disapprove
3164,Disapprove
952,Approve
92,Disapprove
3158,Approve
48,Disapprove
3846,Disapprove
3541,Disapprove
2474,Approve
1923,Approve
1767,Disapprove
1051,Disapprove
120,Approve
3497,Approve
1282,Approve
2470,Disapprove
1560,Approve
1105,Disapprove
3759,Disapprove
3202,Approve
2573,Disapprove
483,Disapprove
2768,Disapprove
3727,Disapprove
1177,Disapprove
3008,Disapprove
129,Disapprove
2438,Disapprove
1240,Disapprove
3302,NA
977,Disapprove
2889,Disapprove
671,Approve
3802,Disapprove
1969,Disapprove
3006,Disapprove
3012,Approve
3057,Approve
2886,Approve
2011,Approve
3469,Disapprove
588,Approve
1667,Approve
1158,Approve
3424,Approve
1877,Approve
2165,Approve
2897,Disapprove
1900,Approve
1267,Disapprove
1753,Disapprove
1996,Disapprove
1677,Disapprove
3307,Approve
4102,Approve
4137,Approve
82,Approve
3194,Approve
297,Disapprove
3788,Disapprove
3061,Disapprove
2856,Disapprove
98,Disapprove
3466,Disapprove
215,Approve
2180,Disapprove
2422,Disapprove
1059,Approve
2973,Disapprove
970,Disapprove
2259,Approve
3512,Approve
2332,Disapprove
2931,Approve
421,Approve
2441,Disapprove
964,Disapprove
876,Approve
1115,Disapprove
1020,Disapprove
751,Disapprove
2361,Disapprove
1735,Disapprove
3146,Approve
4161,Approve
946,Approve
424,Disapprove
3906,Disapprove
248,Approve
956,Approve
3839,Disapprove
2538,Approve
734,Approve
2727,Disapprove
2723,Disapprove
1229,Disapprove
1504,Disapprove
258,Disapprove
2631,Approve
1403,Approve
650,Approve
2960,Disapprove
609,Disapprove
3599,Disapprove
705,Approve
1864,Approve
747,Approve
2754,Approve
529,Approve
1435,Disapprove
803,Approve
1736,Disapprove
201,Approve
1013,Approve
2195,Disapprove
1365,Disapprove
3716,Disapprove
3685,Disapprove
1184,Disapprove
4055,Disapprove
1097,Disapprove
1434,Disapprove
1904,Approve
762,Disapprove
71,Disapprove
1120,Approve
3762,Disapprove
1693,Disapprove
3929,Disapprove
1464,Approve
4083,Approve
2819,Disapprove
3654,Disapprove
4108,Approve
1909,Disapprove
403,Disapprove
1642,Disapprove
3361,Disapprove
2115,Approve
1372,Approve
1432,Approve
228,Approve
2622,Disapprove
4026,Disapprove
222,Disapprove
2676,Disapprove
2704,Disapprove
349,Disapprove
1125,Disapprove
52,Approve
2963,Disapprove
503,Disapprove
2519,Disapprove
2981,Approve
3874,Approve
3539,Approve
273,Approve
3303,Disapprove
3465,Disapprove
3635,Disapprove
556,Disapprove
3702,Approve
995,Approve
2189,Approve
4031,Approve
3414,Disapprove
3668,Approve
1111,Disapprove
637,Approve
905,Approve
812,Disapprove
1522,Disapprove
12,Disapprove
104,Disapprove
2197,Disapprove
430,Disapprove
80,Disapprove
2269,Approve
615,Approve
1264,Disapprove
651,Disapprove
1872,Disapprove
2792,Disapprove
4034,Disapprove
2776,Disapprove
4132,Disapprove
1589,Approve
3551,Approve
3139,Disapprove
1190,Approve
1806,Disapprove
2022,Approve
3764,Approve
1785,Disapprove
1053,Approve
526,Disapprove
4096,Approve
1717,Disapprove
4126,Approve
780,Disapprove
2207,Approve
2983,Disapprove
1631,Disapprove
1104,Disapprove
551,Disapprove
1496,Disapprove
1653,Disapprove
2374,Approve
3897,Disapprove
982,Disapprove
3418,Approve
1553,Disapprove
2000,Disapprove
657,Disapprove
2301,Disapprove
3042,Approve
2933,Disapprove
1857,Approve
1967,Disapprove
3799,Approve
3381,Approve
4134,Disapprove
2769,Disapprove
3171,Disapprove
4121,Approve
3722,Disapprove
1368,Approve
271,Disapprove
2649,Disapprove
1329,Disapprove
1598,Approve
3144,Disapprove
2854,Disapprove
3593,Approve
2031,Disapprove
4074,Disapprove
784,Disapprove
2192,Disapprove
881,Approve
36,Disapprove
4053,Disapprove
286,Approve
827,Approve
4014,Disapprove
499,Disapprove
634,Disapprove
3317,Approve
3417,Approve
2330,Disapprove
1009,Disapprove
3405,Disapprove
1055,Disapprove
631,Disapprove
2065,Disapprove
3315,Disapprove
3546,Disapprove
3608,Disapprove
3035,Disapprove
1459,Disapprove
3942,Disapprove
2405,Approve
1232,Approve
2757,Approve
3297,Disapprove
3099,Approve
3169,Disapprove
4154,Disapprove
427,Approve
557,Approve
167,Disapprove
823,Approve
3308,Disapprove
2272,Approve
339,Disapprove
1937,Approve
824,Approve
1234,Approve
3856,Approve
1029,Disapprove
3496,Disapprove
1369,Disapprove
1247,Disapprove
785,Disapprove
2285,Disapprove
3336,Disapprove
794,Approve
2227,Disapprove
1813,Disapprove
3135,Disapprove
3778,NA
4089,Disapprove
749,Disapprove
1798,Approve
1679,Disapprove
466,Approve
3861,Disapprove
4113,Disapprove
3203,Disapprove
2928,Disapprove
268,Approve
471,Approve
269,Disapprove
2410,Approve
3868,Disapprove
1521,Disapprove
2433,Approve
2375,Disapprove
3110,Disapprove
1302,Approve
2210,Disapprove
2954,Disapprove
2612,Disapprove
1973,Disapprove
1694,Disapprove
3192,Approve
1584,Approve
1879,Disapprove
2533,Approve
2818,Disapprove
942,Approve
3577,Approve
1343,Approve
330,Approve
3298,Disapprove
3041,Approve
2026,Disapprove
3885,Disapprove
723,Disapprove
1862,Disapprove
431,Disapprove
3216,Disapprove
256,Approve
1339,Approve
1924,Disapprove
1829,Disapprove
242,Disapprove
3754,Disapprove
3313,Disapprove
2111,Disapprove
1475,Disapprove
1886,Approve
1547,Approve
2938,Disapprove
3751,Disapprove
1844,Disapprove
2177,Disapprove
2099,Approve
3582,Disapprove
1759,Disapprove
1941,Disapprove
1745,Disapprove
3065,Disapprove
520,Disapprove
945,Disapprove
4116,Approve
798,Disapprove
4098,Approve
3027,Disapprove
343,Disapprove
3138,Disapprove
886,Disapprove
2748,Approve
3309,Approve
2984,Approve
2560,Disapprove
1998,Approve
365,Disapprove
2386,Disapprove
2915,Disapprove
3830,Approve
3798,Disapprove
1764,Approve
3664,Disapprove
20,Disapprove
350,Approve
2618,Disapprove
1048,Disapprove
918,Disapprove
1903,Approve
569,Disapprove
624,Disapprove
3687,Disapprove
1186,Approve
3960,Disapprove
1579,Approve
3089,Disapprove
1740,Disapprove
3,Disapprove
2324,Disapprove
2911,Approve
3507,Disapprove
645,Approve
1565,Approve
3215,Disapprove
2270,Disapprove
1594,Disapprove
1698,Disapprove
1977,Approve
284,Disapprove
240,Approve
96,Disapprove
302,Disapprove
1134,Disapprove
3801,Disapprove
1046,Disapprove
3843,Approve
1067,Approve
743,Approve
4125,Approve
371,Approve
1259,Disapprove
2832,Disapprove
2097,Disapprove
2740,Approve
2091,Disapprove
1641,Disapprove
1356,Disapprove
2476,Approve
3375,Disapprove
2696,Disapprove
3708,Disapprove
1175,Disapprove
1885,Disapprove
3671,Disapprove
449,Disapprove
2512,Approve
2544,Disapprove
3549,Disapprove
1722,Approve
3698,Disapprove
1257,Disapprove
1493,Disapprove
3645,Approve
688,NA
3085,Disapprove
2490,Disapprove
264,Approve
456,Approve
3721,Approve
1622,Approve
992,Approve
2098,Disapprove
2510,Disapprove
3004,Disapprove
374,Disapprove
180,Disapprove
3156,Approve
1990,Approve
3053,Approve
920,Disapprove
2833,Approve
2459,Disapprove
2565,Disapprove
123,Disapprove
296,Approve
3983,Disapprove
933,Approve
839,Disapprove
3562,Disapprove
831,Approve
2081,Disapprove
2870,Disapprove
3356,Approve
3347,Approve
218,Approve
2924,Disapprove
2071,Disapprove
3679,Disapprove
3416,Approve
3052,Approve
3911,Disapprove
2482,Disapprove
2100,Disapprove
3329,Approve
1406,Disapprove
280,Approve
724,Disapprove
1815,Approve
2158,Approve
2577,Disapprove
1394,Disapprove
147,Approve
2461,Disapprove
1758,Disapprove
2990,Disapprove
192,Approve
3681,Disapprove
2497,Approve
470,Disapprove
720,Approve
1932,Disapprove
2468,Approve
4106,Disapprove
1149,Disapprove
2690,Disapprove
2181,Disapprove
915,Disapprove
655,Approve
2584,Approve
1308,Disapprove
252,NA
2424,Approve
3667,Approve
2013,Approve
716,Disapprove
3920,Approve
2805,Approve
2063,Approve
358,Disapprove
788,Disapprove
1869,Approve
1262,Disapprove
3102,Disapprove
3538,Approve
3024,Disapprove
2010,Approve
3067,Approve
2567,Approve
789,Disapprove
3968,Disapprove
1826,Approve
2891,Disapprove
1575,Disapprove
2393,Approve
835,Approve
3382,Disapprove
99,Disapprove
885,Disapprove
1213,Disapprove
135,Approve
910,Approve
1634,Disapprove
3026,Disapprove
1085,Approve
3404,Approve
2555,Disapprove
802,Disapprove
4120,Disapprove
118,Disapprove
3878,Approve
2286,Disapprove
2305,Approve
1338,Disapprove
2907,Disapprove
1401,Disapprove
24,Disapprove
2373,Disapprove
2466,Approve
3372,Approve
1751,Disapprove
643,Approve
866,Disapprove
81,Disapprove
3367,Disapprove
2665,Approve
3842,Disapprove
407,Approve
1014,Approve
1427,Approve
336,Approve
2346,Disapprove
1529,Disapprove
865,Disapprove
3439,Approve
151,Approve
2446,Disapprove
1040,Disapprove
3812,Approve
2055,Disapprove
2745,Approve
327,Approve
1883,Disapprove
331,Approve
2302,Approve
2349,Approve
105,Approve
116,Approve
3247,Disapprove
1741,Disapprove
932,Approve
2008,Approve
1501,Approve
3464,Approve
1939,Approve
1313,Approve
2647,Approve
419,Disapprove
2962,Disapprove
604,Approve
1424,Approve
3191,Disapprove
4070,Disapprove
2959,Approve
2257,Disapprove
3259,Disapprove
1204,Approve
857,Disapprove
2828,Approve
944,Approve
2500,Approve
435,Disapprove
535,Disapprove
3136,Disapprove
3832,Approve
1645,Approve
938,Approve
2418,Disapprove
1414,Approve
1463,Disapprove
2342,Disapprove
3822,Disapprove
460,NA
489,Disapprove
133,Disapprove
276,Disapprove
1436,Disapprove
3955,Disapprove
4042,Approve
951,Approve
3833,Disapprove
2730,Disapprove
515,Disapprove
1564,Approve
3314,Disapprove
3349,Disapprove
3400,Approve
401,Disapprove
948,Disapprove
3225,Disapprove
2636,Disapprove
3154,Disapprove
475,Disapprove
2384,Approve
2671,Approve
2059,Approve
1438,Approve
53,Approve
697,Disapprove
854,Disapprove
1668,Approve
815,Disapprove
924,Disapprove
2610,Disapprove
444,Disapprove
413,Disapprove
4043,Disapprove
74,Approve
666,Disapprove
2066,Approve
2672,Disapprove
2121,Disapprove
928,Approve
2233,Approve
1837,Disapprove
2932,Disapprove
712,Disapprove
626,Disapprove
2845,Approve
1686,Approve
1612,Disapprove
2235,Disapprove
317,Approve
2948,Disapprove
3882,Disapprove
2699,Approve
2017,Disapprove
250,Disapprove
3535,Approve
1268,Approve
2721,Disapprove
1948,Approve
1489,Disapprove
2117,Approve
4081,Disapprove
4059,Disapprove
332,Disapprove
1010,Disapprove
939,Approve
811,Disapprove
2872,Disapprove
3063,Approve
1546,Disapprove
595,Disapprove
3269,Approve
2479,Disapprove
1811,Disapprove
2559,Disapprove
262,Disapprove
1269,Disapprove
1071,Approve
2812,Approve
1896,Disapprove
3492,Disapprove
2317,Disapprove
391,Approve
1810,Disapprove
2809,Disapprove
1643,Disapprove
2657,Disapprove
1701,Disapprove
2667,Disapprove
2035,Disapprove
3504,Disapprove
838,Disapprove
1437,Approve
1606,Disapprove
2170,Disapprove
603,Disapprove
4025,Disapprove
3890,Disapprove
2246,Approve
3688,Disapprove
2223,Approve
926,Approve
1113,Approve
2350,Disapprove
916,Approve
3082,Approve
1697,Approve
2937,Approve
2437,Approve
3346,Disapprove
2603,Disapprove
3462,Disapprove
3973,Approve
160,Approve
418,Disapprove
1757,Approve
791,Disapprove
2376,Approve
1884,Disapprove
2166,Approve
1765,Disapprove
1928,Disapprove
3611,Disapprove
2896,Disapprove
1474,Disapprove
536,Approve
7,Approve
882,Approve
312,Approve
1256,Approve
1980,Approve
902,Approve
3031,Disapprove
3738,Approve
60,Approve
2971,Disapprove
1041,Disapprove
1420,Disapprove
2428,Approve
1562,Approve
612,Disapprove
412,Disapprove
2785,Disapprove
2703,Disapprove
130,Disapprove
727,Disapprove
3442,Approve
1453,Approve
1702,Disapprove
1933,Approve
3088,Disapprove
212,Approve
940,Disapprove
1309,Approve
3299,Disapprove
1961,Approve
2282,Disapprove
2122,Disapprove
3120,Approve
3519,Disapprove
607,Approve
3020,Approve
2337,Approve
1298,Disapprove
608,Disapprove
1024,Disapprove
711,Approve
468,Disapprove
593,Disapprove
1959,Approve
1820,Disapprove
3334,Approve
1628,Approve
4008,Disapprove
2289,Approve
3039,Disapprove
3808,Disapprove
2404,Approve
3447,Disapprove
3177,Disapprove
1297,Approve
1968,Approve
402,Approve
3075,Disapprove
3197,Approve
18,Approve
1971,Approve
3028,Disapprove
3576,Disapprove
124,Approve
3859,Disapprove
1295,Disapprove
2354,Approve
1676,Approve
323,Disapprove
1049,Approve
2580,Disapprove
2293,Approve
3598,Disapprove
555,Approve
1597,Disapprove
674,Disapprove
693,Disapprove
454,Approve
2023,Disapprove
2127,Disapprove
1027,Disapprove
1063,Disapprove
1944,Disapprove
894,Approve
1867,Disapprove
2128,Approve
855,Approve
2625,Disapprove
1940,Approve
1032,Approve
848,Disapprove
1849,Disapprove
3967,Approve
1595,Disapprove
742,Disapprove
2096,Disapprove
2495,Approve
144,Disapprove
1821,Disapprove
971,Disapprove
3774,Approve
3499,Approve
2033,Approve
3338,Approve
1332,Disapprove
3630,Disapprove
606,Disapprove
3915,Approve
1719,Disapprove
2135,Approve
1101,Disapprove
3884,Disapprove
1034,Disapprove
2536,Approve
3552,Disapprove
3908,Disapprove
522,Approve
2296,Disapprove
4054,Approve
834,Disapprove
2224,Approve
3692,Approve
3071,Disapprove
1907,Approve
3034,Approve
2825,Approve
3076,Disapprove
2228,Disapprove
4119,Approve
320,Disapprove
3587,Approve
4164,Disapprove
2240,Approve
558,Disapprove
1801,Approve
680,Disapprove
3064,Disapprove
224,Disapprove
2054,Approve
1951,Disapprove
2027,Approve
1921,Approve
1181,Disapprove
2352,Approve
2524,Disapprove
837,Disapprove
2853,Disapprove
295,Approve
3719,Disapprove
324,Disapprove
2875,Approve
2336,Disapprove
755,Disapprove
1439,Disapprove
3516,Approve
1934,Disapprove
1215,Approve
3619,Disapprove
3344,Approve
3491,Disapprove
1099,Approve
3357,Disapprove
3321,Disapprove
3604,Approve
2258,Disapprove
2869,Disapprove
314,Disapprove
1768,Approve
364,Approve
3219,Disapprove
1351,Disapprove
1008,Approve
400,Disapprove
1077,Disapprove
1199,Approve
3675,Approve
4167,Disapprove
3436,Approve
3432,Disapprove
3742,Approve
2141,Disapprove
1626,Approve
3555,Disapprove
43,Disapprove
2492,Disapprove
239,Approve
438,Approve
1533,Disapprove
3924,Approve
3174,Disapprove
3201,Disapprove
2370,Disapprove
509,Disapprove
263,Approve
2429,Disapprove
255,Disapprove
3358,Approve
1591,Approve
1080,Approve
3588,Approve
2079,Disapprove
1360,Disapprove
836,Disapprove
3753,Disapprove
200,Disapprove
226,Approve
2155,Disapprove
3108,Disapprove
272,Approve
375,Approve
2042,Disapprove
3426,Disapprove
4002,Disapprove
1078,Disapprove
1738,Disapprove
652,Disapprove
1957,Disapprove
1567,Approve
3456,Disapprove
2604,Approve
348,Approve
2225,Approve
3111,Approve
1150,Disapprove
209,Disapprove
2213,Disapprove
2147,Approve
357,Approve
220,Approve
1689,Approve
1455,Disapprove
1061,Disapprove
2549,Disapprove
3410,Disapprove
2520,Disapprove
1963,Approve
3326,Approve
493,Disapprove
3616,Approve
205,Disapprove
2046,Disapprove
234,Disapprove
2108,Disapprove
1590,Approve
3741,Approve
813,Approve
4056,Approve
1635,Approve
3420,Disapprove
3835,Disapprove
1611,Disapprove
703,Approve
2600,Approve
1201,Approve
2817,Approve
1506,Disapprove
1514,Disapprove
1075,Approve
3292,Approve
474,Disapprove
462,Disapprove
1185,Disapprove
2940,Disapprove
3763,Approve
3936,Disapprove
2655,Approve
4080,Disapprove
1289,Approve
862,Disapprove
2982,Disapprove
9,Disapprove
139,Disapprove
1953,Disapprove
2087,Disapprove
1729,Approve
2052,Disapprove
1352,Disapprove
1796,Disapprove
3074,Approve
3335,Approve
347,Disapprove
2368,Disapprove
1773,Approve
1022,Approve
4085,Approve
2980,Approve
3809,Approve
2639,Disapprove
3817,Disapprove
1409,Disapprove
1093,Disapprove
907,Disapprove
580,Approve
154,Disapprove
1680,Disapprove
1942,Disapprove
3090,Approve
1137,Approve
2070,Disapprove
1100,Approve
3958,Disapprove
4013,Disapprove
1833,Disapprove
930,Disapprove
1476,Disapprove
1036,Disapprove
2050,Disapprove
1354,Disapprove
759,Disapprove
420,Disapprove
3926,Approve
3590,Approve
744,Approve
3870,Disapprove
1468,Disapprove
895,Disapprove
3514,Approve
3446,Approve
1658,Disapprove
2681,Approve
818,Approve
2427,Approve
2333,Disapprove
872,Approve
1574,Disapprove
1261,Disapprove
1130,Approve
709,Approve
3736,Disapprove
1068,Disapprove
2319,Disapprove
306,Approve
3974,Approve
1235,Approve
1002,Disapprove
2202,Disapprove
1189,Disapprove
3916,Approve
2073,Approve
170,Approve
2863,Disapprove
2425,Disapprove
2411,Disapprove
1997,Disapprove
2088,Approve
3787,Disapprove
73,Approve
257,Disapprove
731,Disapprove
1226,Disapprove
3185,Approve
3355,Approve
613,Approve
769,Approve
2423,Disapprove
2601,Approve
3264,Disapprove
653,Approve
61,Approve
1587,Disapprove
274,Disapprove
527,Approve
1524,Approve
183,Approve
2236,Disapprove
3408,Disapprove
2803,Approve
2186,Disapprove
3284,Disapprove
2638,Disapprove
2532,Disapprove
1290,Approve
3107,Disapprove
1466,Disapprove
3176,Disapprove
767,Approve
4076,Approve
1227,Disapprove
152,Approve
2910,Disapprove
2109,Disapprove
2094,Approve
3933,Disapprove
3274,Approve
452,Disapprove
3867,Approve
1004,Disapprove
1842,Approve
2443,Disapprove
1083,Approve
2420,Disapprove
1293,Approve
3857,Disapprove
852,Approve
2288,Disapprove
111,Approve
231,Approve
667,Approve
563,Disapprove
1627,Approve
2985,Approve
101,Disapprove
817,Approve
1037,Approve
2687,Disapprove
2442,Disapprove
1550,Disapprove
1415,Approve
1789,Disapprove
1220,Approve
1512,Approve
2260,Approve
1925,Disapprove
2020,Disapprove
1026,Disapprove
4039,Disapprove
682,Approve
1408,Disapprove
1960,Disapprove
3729,Approve
1769,Approve
1430,Approve
1791,Approve
3467,Disapprove
1477,Approve
1194,Disapprove
3147,Approve
3047,Approve
63,Approve
299,Disapprove
459,Approve
3524,Disapprove
717,Approve
1876,Disapprove
2250,Disapprove
345,Disapprove
3255,Disapprove
1513,Approve
3740,Approve
3330,Approve
3766,Approve
3394,Approve
2598,Disapprove
137,Disapprove
1114,Disapprove
3304,Disapprove
648,Disapprove
511,Approve
1860,Disapprove
3422,Approve
1426,Approve
2733,NA
4138,Disapprove
1165,Approve
1182,Approve
3805,Disapprove
1277,Disapprove
108,Disapprove
880,Disapprove
3864,Disapprove
128,Disapprove
3211,Disapprove
658,Disapprove
2908,Approve
1410,Disapprove
3622,Approve
58,Disapprove
2775,Disapprove
3899,Approve
1690,Disapprove
2847,Disapprove
778,Disapprove
3717,Approve
3772,Disapprove
740,Disapprove
1116,NA
3860,Approve
2215,Disapprove
2890,Disapprove
937,Approve
1385,Disapprove
622,Disapprove
900,Disapprove
1648,Approve
3572,Approve
3640,Disapprove
1166,Disapprove
85,Disapprove
2273,Disapprove
1838,Disapprove
763,Approve
2144,Disapprove
3531,Disapprove
1566,Disapprove
1841,Approve
1019,Approve
2412,Approve
1766,Disapprove
2265,Disapprove
2864,Disapprove
2440,Approve
3477,Approve
3229,Disapprove
322,Approve
3837,Disapprove
3472,Approve
959,Approve
142,Approve
869,Disapprove
2328,Approve
3895,Disapprove
1399,NA
2083,Disapprove
1633,Approve
1266,Approve
2530,Disapprove
1915,Approve
2377,Approve
2310,Disapprove
2501,Disapprove
2102,Disapprove
2576,Disapprove
3175,Approve
3046,Disapprove
2036,Approve
3384,Disapprove
1695,Approve
3670,Approve
989,Disapprove
1467,Disapprove
3949,Approve
3944,Approve
1520,Approve
1930,Disapprove
1507,Approve
3433,Disapprove
1558,Approve
2321,Disapprove
3595,Approve
2358,Disapprove
480,Approve
590,Disapprove
3140,Disapprove
1803,Disapprove
2142,Approve
2266,Disapprove
2169,Disapprove
3648,Disapprove
4110,Approve
3468,Approve
1123,Disapprove
3584,Disapprove
1650,Disapprove
619,Disapprove
3996,Approve
3106,Disapprove
538,Disapprove
4064,Approve
1687,Disapprove
2829,Disapprove
2185,Approve
2841,Disapprove
1178,Approve
3609,Approve
3267,Disapprove
828,Disapprove
3784,Disapprove
1419,Disapprove
3476,Approve
3458,Approve
1615,Disapprove
3634,Disapprove
2244,Disapprove
3017,Disapprove
1984,Disapprove
816,Disapprove
2944,Approve
472,Disapprove
290,Approve
433,Disapprove
59,Disapprove
3118,Approve
2126,Approve
853,Approve
3293,Disapprove
726,Approve
883,Disapprove
2996,Disapprove
143,Approve
1616,Disapprove
1400,Disapprove
2659,Approve
244,Disapprove
1347,Approve
197,Disapprove
1470,Approve
4010,Approve
4123,Approve
2389,Approve
662,Approve
65,Disapprove
2675,Approve
589,Approve
156,Disapprove
2804,Disapprove
3769,Disapprove
1807,NA
2431,Approve
3363,Disapprove
2193,Disapprove
1709,Disapprove
2432,Approve
661,Disapprove
4032,Disapprove
2936,Approve
2602,Disapprove
1039,Disapprove
1169,Approve
432,Approve
2597,Disapprove
2175,Disapprove
3443,Disapprove
911,Disapprove
2280,Approve
1914,Disapprove
966,Approve
2548,Disapprove
395,Disapprove
4142,Disapprove
715,Approve
3794,Disapprove
1760,Approve
261,Disapprove
1384,Disapprove
3337,Approve
553,Disapprove
315,Disapprove
2130,Disapprove
457,Disapprove
1138,Disapprove
3615,Disapprove
1978,Approve
2558,Disapprove
2556,Disapprove
2012,Approve
627,Disapprove
3932,Disapprove
1604,Disapprove
1381,Approve
2821,Approve
3401,Disapprove
3526,Approve
2741,Approve
783,Approve
1391,Disapprove
83,Disapprove
1025,Disapprove
3217,Approve
2341,Disapprove
2616,Disapprove
3094,Approve
2632,Disapprove
3824,Disapprove
2876,Disapprove
3991,Approve
2994,Approve
2613,Approve
807,Disapprove
2356,Approve
2640,Disapprove
884,Disapprove
4133,Disapprove
382,Disapprove
3725,Disapprove
1217,Disapprove
3343,Approve
2535,Disapprove
2572,Disapprove
2153,Disapprove
2456,Approve
1970,Disapprove
1188,Disapprove
532,Approve
3806,Disapprove
2006,Approve
3195,Approve
3990,Disapprove
109,Approve
2715,Disapprove
3130,Disapprove
3322,Disapprove
1665,Disapprove
2685,Approve
1912,Disapprove
2951,Disapprove
2298,Disapprove
2761,Approve
2056,Disapprove
2874,Approve
490,Approve
1007,Approve
2999,Approve
2082,Approve
3364,Approve
965,Disapprove
3883,Approve
2494,Approve
3583,Approve
3985,Approve
2124,Approve
4036,Disapprove
2731,Approve
2858,Disapprove
3438,Approve
2450,Disapprove
2952,Disapprove
3390,Disapprove
2861,Approve
1444,Disapprove
190,Disapprove
2995,Approve
1057,Disapprove
2045,Disapprove
1148,Disapprove
2401,Disapprove
564,Approve
2483,Approve
1461,Disapprove
2104,Disapprove
3238,Disapprove
1484,Approve
1568,Disapprove
3903,Disapprove
601,Disapprove
1294,Approve
2173,Disapprove
3325,Disapprove
1335,Disapprove
2150,Disapprove
3488,Approve
1603,Disapprove
189,Disapprove
1087,Approve
3501,Disapprove
1387,Disapprove
3207,Approve
2256,Approve
3836,Approve
1079,Approve
2314,Approve
4124,Disapprove
181,Disapprove
1895,Disapprove
2018,Approve
3100,Approve
1179,Disapprove
3518,Disapprove
1221,Disapprove
2965,Approve
2583,Disapprove
3078,Disapprove
3250,Approve
2673,Approve
166,Approve
1300,Approve
1090,Disapprove
1825,Disapprove
4158,Disapprove
384,Disapprove
4143,Approve
140,Disapprove
3743,Disapprove
534,Disapprove
3214,Disapprove
2881,Approve
2718,Approve
3807,Approve
3403,Approve
3184,Disapprove
768,Disapprove
2697,Approve
1336,Approve
3779,Approve
3221,Approve
914,Disapprove
903,Disapprove
739,Disapprove
3533,Disapprove
1359,Approve
3971,Disapprove
2986,Approve
260,Approve
1291,Disapprove
1106,Approve
1160,Approve
983,Disapprove
4038,Disapprove
2525,Approve
2795,Disapprove
2722,Disapprove
3978,Disapprove
1848,Disapprove
3188,Disapprove
3270,Disapprove
3765,Disapprove
2143,Approve
1187,Disapprove
2575,Approve
2653,Disapprove
1433,Disapprove
2929,Approve
3892,Disapprove
354,Disapprove
850,Disapprove
814,Disapprove
4052,Disapprove
3746,Disapprove
3792,Disapprove
1388,Approve
1824,Disapprove
278,Approve
4140,Disapprove
1733,Approve
1327,Approve
21,Disapprove
3503,Approve
487,Approve
1017,Disapprove
70,Approve
3879,Disapprove
1699,Approve
3129,Approve
2178,Approve
596,Disapprove
232,Disapprove
3385,Disapprove
3286,Disapprove
3482,Disapprove
429,Approve
1127,Disapprove
2898,Disapprove
1660,Disapprove
2351,Approve
2408,Disapprove
640,Approve
51,Approve
3696,Approve
984,Disapprove
1531,Disapprove
2586,Disapprove
3770,Disapprove
1797,Approve
2563,Approve
2893,Approve
174,Disapprove
3045,Disapprove
1299,Disapprove
1089,Disapprove
1246,Approve
1617,Disapprove
2564,Approve
1966,Approve
3852,Disapprove
621,Disapprove
3011,Disapprove
216,Disapprove
175,Disapprove
3672,Disapprove
2566,Disapprove
3040,Approve
3758,Approve
3257,Disapprove
3478,Disapprove
3627,Disapprove
2242,Approve
1305,Disapprove
1303,Disapprove
2641,Disapprove
2777,Approve
188,Disapprove
2670,Disapprove
3095,Disapprove
3155,Approve
3563,Approve
72,Approve
757,Approve
1326,Disapprove
808,Approve
3376,Approve
2590,Disapprove
1576,Disapprove
1473,Disapprove
1314,Disapprove
2885,Disapprove
2844,NA
355,Disapprove
3636,Disapprove
3450,Approve
2791,Disapprove
3709,Disapprove
279,Disapprove
1910,Disapprove
2737,Disapprove
294,Disapprove
3228,Disapprove
2887,Disapprove
2807,Disapprove
2732,Approve
2822,Approve
2762,Approve
2855,Approve
843,Disapprove
4045,Disapprove
1898,Disapprove
2316,Disapprove
4135,Disapprove
3396,Disapprove
3707,Disapprove
2480,Approve
2957,Disapprove
2485,Disapprove
3951,Disapprove
501,Disapprove
1720,Disapprove
313,Disapprove
2295,Disapprove
3495,Disapprove
6,Disapprove
575,Disapprove
4006,Approve
1480,Approve
3172,Approve
2826,Disapprove
3348,Disapprove
1754,Approve
993,Disapprove
1249,Approve
2714,Disapprove
19,Disapprove
2514,Approve
3251,Disapprove
3296,Disapprove
725,Approve
998,Disapprove
2343,Disapprove
3452,Disapprove
1582,Approve
3253,Approve
3947,Approve
4057,Disapprove
2914,Disapprove
851,Disapprove
3498,Approve
4022,Approve
1328,Disapprove
3756,Approve
1647,Disapprove
832,Disapprove
2402,Disapprove
1095,Disapprove
1491,Disapprove
921,Disapprove
113,Disapprove
4144,Disapprove
3994,Approve
2695,Disapprove
2892,Disapprove
146,Approve
3905,Disapprove
3902,Approve
2262,Disapprove
2557,Disapprove
1370,Disapprove
3153,Approve
1405,Disapprove
